"Patient","Seq.ID","Time","Distance","Error","Normal.Error","Real.Time","Real.Error","Real.Normal.Error"
1,"t82",566.734057203899,0.112249910875866,27.9526836195622,0.00967626462118848,560.300419356344,21.5190457720072,-0.0157653752642234
1,"t35",997.15310018097,0.179161418634866,97.4213503547361,0.0337239450285276,851.139865409404,-48.5918844168299,-0.00189859256827802
1,"t3",1075.88805888166,0.233737935404866,-118.253650036462,-0.0409353758568437,1074.70789327603,-119.433815642092,0.0258539756186745
1,"t14",1139.23708107,0.235274213121866,-63.1919918387889,-0.0218749098760658,1097.22200002652,-105.207072882269,0.0496759822235478
1,"t56",1489.58824984601,0.258988342478866,159.234635997448,0.0551215938956083,1194.05453769716,-136.299076151402,0.0523417752617243
1,"t99",1009.71071113423,0.182769904092866,90.5131888668822,0.031332575401477,1007.04238130608,87.8448590387321,0.0319914110689625
1,"t12",1782.53497363839,0.361401199281866,-100.279052971955,-0.034713184097993,1753.63214078104,-129.181885829305,0.0573934327535653
1,"t71",2922.48290485382,0.532578002987866,116.265210161351,0.0402470458676105,2823.09289471732,16.8752000248514,0.0578046271800665
1,"t66",2461.36270215235,0.481156429334066,-67.4641971609335,-0.0233538014836033,2453.58008051627,-75.2468187970135,0.034464129187215
1,"t70",2981.80275992226,0.576398121351866,-60.8001058743944,-0.02104692062644,2871.97725977002,-170.625606026635,0.0256904883034733
1,"t58",2077.08965095975,0.405720147563766,-44.8004567727594,-0.0155083884174884,2059.31042050015,-62.5796872323594,0.0113675245051654
1,"t49",2307.48667091561,0.443927386588866,-20.5102450948671,-0.00709994652694012,2284.56393787893,-43.4329781315469,0.0236037875489656
1,"t88",2339.66765513668,0.451999351585366,-31.8730233756396,-0.0110333523842476,2318.06295572445,-53.4777227878694,-0.0643036250751648
1,"t24",2914.67593565473,0.517027117372866,192.346621326458,0.0665838326036007,2832.60359919158,110.274284863308,-0.0635619694919382
1,"t93",2515.40648760293,0.485263563437866,-35.576116307268,-0.0123152367146026,2510.25389177664,-40.728712133558,-0.0102397750857427
1,"t81",2966.04475721868,0.565400926028866,-17.2343551252879,-0.00596594527514757,2941.93108926937,-41.3480230745977,-0.0107867563390196
1,"t16",2589.1080200959,0.510602744534866,-98.5653752334092,-0.0341199673786506,2538.71815756674,-148.955237762569,-0.0314614322876568
1,"t15",2884.985714847,0.567775752917866,-111.104267970569,-0.038460503902183,2866.4122748196,-129.677707997969,-0.0227284355682203
1,"t78",2504.73987530222,0.502351799027866,-138.424257198492,-0.0479177513284159,2504.18871067165,-138.975421829062,-0.0847390722116395
1,"t95",2466.38334440849,0.476070981184866,-35.0103900533336,-0.0121194016022847,2417.78089924022,-83.6128352216033,0.00193785105990849
1,"t19",2410.13271457435,0.462545990682566,-18.3012170975471,-0.00633525646180724,2330.18109452091,-98.252837150987,-0.00347801881100951
1,"t7",1879.54826551204,0.375544823666566,-79.5627496741588,-0.027541907257082,1850.77387524105,-108.337139945149,0.0148397788740055
1,"t63",2083.17715486394,0.399543931382566,-5.39570103821325,-0.00186780746253767,2066.93561624561,-21.637239656543,-0.0224713800853447
