"","Patient","lambda","sigma","lik","norm.mu","norm.sigma","norm.lik"
"1","1",0.0143719897984651,108.512143966847,-314.469613107763,69.5797877693176,128.903965238875,-313.400310240457
"2","10",0.011932108096495,95.5451471007935,-313.327322332053,83.807487487793,127.092761766864,-312.692788032927
"3","11",0.0267549832697798,89.2378224893601,-298.431311019923,37.3762147378921,96.7490071823767,-299.052930169053
"4","12",0.0130066401338483,44.8468865212093,-299.537535047544,76.8838062489033,89.0076563783426,-294.883046297984
"5","13",0.00984933579127884,NA,-Inf,101.529689025879,92.1459631032415,-296.615620423711
"6","14",0.0286633247581287,116.939928363966,-310.493817862992,34.8877880859375,122.033211066901,-310.661588137606
"7","15",0.0142608365939961,105.594824803257,-311.621727370354,70.1221133422852,126.75716076348,-312.560583462778
"8","16",0.0134406770964224,66.2707113108316,-299.024546460653,74.4010136413574,99.635927297863,-300.523067429745
"9","17",0.033141526525218,97.7691400596957,-301.658832629976,30.173625202179,102.319364764711,-301.851874106806
"10","18",0.0130458954846007,31.911173964312,-301.91365408345,76.6524613952637,83.0296504974757,-291.406815605871
"11","19",0.0173706101475767,94.8961283909305,-305.467662727751,57.5685017108917,110.99282667283,-305.920205392982
"12","2",0.00929102016521395,136.922440240575,-328.870604477742,107.630807189941,174.161262334057,-328.446009911659
"13","20",0.0170263795368862,74.0643701512107,-297.126364084873,58.7323921585083,94.5252601930106,-297.890281780743
"14","21",0.0143505024237935,106.836455874185,-312.135476779676,69.6839713668823,127.553456124157,-312.873703682778
"15","22",0.0103637315628524,70.1217041785792,-309.539074793075,96.4903417205811,119.278830654323,-309.52012001228
"16","23",0.0127069630168956,53.9032489545036,-291.848959387711,78.697010345459,95.3875237395566,-298.344316234766
"17","24",0.0208491221759546,72.6903897057836,-292.502218722049,47.9636500549316,87.0884865075208,-293.793161063539
"18","25",0.0143031712496044,81.3367207104023,-303.298024426772,69.9145652770996,107.255342868352,-304.207545336315
"19","26",0.0167257339020289,85.1121965612636,-301.03285547788,59.7881089019775,104.012999041264,-302.672720765836
"20","27",0.0297208430048463,112.209338367996,-308.532350745411,33.6464211273193,117.145282754622,-308.617671531759
"21","28",0.0150734370569237,109.141476070361,-312.169035903071,66.3418698883057,127.722768131191,-312.940028712598
"22","29",0.00944367687311109,88.7707701851669,-312.973046637094,105.890958938599,138.177946229504,-316.874042657325
"23","3",0.0529709296820431,108.215283121696,-305.332697125623,18.8782791996002,109.849610498385,-305.402539313505
"24","30",0.0186085376792038,133.960645958848,-318.92956027984,53.7387739562988,144.337488172817,-319.054637927074
"25","31",0.0155301028054369,120.286917259145,-315.058392332064,64.3910740661621,136.437358824855,-316.240206639519
"26","32",0.0117315502732615,80.7001248789681,-300.877308160785,85.2402262878418,117.381456512873,-308.718373839233
"27","33",0.0156080535765492,71.8834957362332,-300.163334703964,64.0694879150391,96.2919323773097,-298.81615362814
"28","34",0.0225902178880995,81.1955176327156,-295.421930658424,44.2669479751587,92.478509755943,-296.795741188409
"29","35",0.012243894581878,106.712812302939,-309.69182789729,81.6733591842651,134.380660476291,-315.480752783706
"30","36",0.0231390063229931,83.827863779503,-296.662598509495,43.2170675802231,94.3123834714641,-297.777551708714
"31","37",0.0132874627220166,51.9770070341528,-300.669974956367,75.2589129257202,91.4631796680473,-296.243750824942
"32","38",0.0203960056698894,76.4119785855205,-295.344283457189,49.0292077863216,90.7890614970127,-295.873867173024
"33","39",0.0145197420594526,97.1268163047214,-310.002075876556,68.8717468881607,119.066939008769,-309.431219042199
"34","4",0.0163623273904677,72.2981683999198,-297.91543550442,61.1159999513626,94.668847061946,-297.966175738851
"35","40",0.0148914375100046,77.2993735378272,-300.86361925788,67.152684173584,102.394707583242,-301.888678035851
"36","41",0.0113933781509208,26.568107273981,-282.28061772184,87.7702808380127,91.7032525186832,-296.374819048111
"37","42",0.0486595831442747,86.8785212203474,-294.888397690985,20.5509364318848,89.2760798739602,-295.033606132595
"38","43",0.0141719946801391,152.730895019211,-326.506912835464,70.5616973876953,168.24291792406,-326.717370413371
"39","44",0.023983283092504,114.012257967476,-309.2468***REMOVED***1054,41.6957093048096,121.397393469849,-310.400397050263
"40","45",0.0125551765102334,83.8537640820104,-304.012195579778,79.6484222412109,115.651739789057,-307.976098267029
"41","46",0.020590878340808,76.9876909736796,-293.839822590025,48.565193939209,91.025725066114,-296.00403464028
"42","47",0.0197312380980004,129.657580627992,-313.810093032275,50.6810568618774,139.210839157521,-317.24640727922
"43","48",0.0162379437151731,70.7261064242685,-293.854915245541,61.5841523742676,93.7805414443421,-297.494796020411
"44","49",0.0149168708910705,71.0285483026397,-300.825788858358,67.0381883239746,97.6686918502603,-299.525979450342
"45","5",0.0138149515263559,70.9648823765317,-299.945825065924,72.3853426551819,101.368892477047,-301.38523984949
"46","50",0.0149023610824877,67.5114795410023,-297.974647679047,67.1034606170654,95.1875742762742,-298.239397208759
"47","6",0.0208267291839563,76.5015382556088,-295.138958387274,48.015220785141,90.3213528603298,-295.615621572918
"48","7",0.0202440601077523,102.399317083337,-306.30954882838,49.3972056335211,113.691266434736,-307.121255932577
"49","8",0.0231456874064673,100.873637970201,-305.707646980103,43.2045928227901,109.736628699474,-305.351087178211
"50","9",0.0462102766074912,137.905848870879,-317.400015005541,21.6402080535889,139.593415881266,-317.383627912319
"51","Overall",0.0160538998937841,95.2097153237304,-15316.0597205618,62.2901604355454,113.775893664307,-15382.4230043494
